class   code	description
icd9procs	44.00	迷走神经切断术NOS
icd9procs	44.01	迷走神经干切断术
icd9procs	44.02	高选择性迷走神经切断术
icd9procs	44.03	其他选择性迷走神经切断术
icd9procs	44.1	胃的诊断性操作
icd9procs	44.11	经腹胃镜检查
icd9procs	44.12	经人工造口胃镜检查
icd9procs	44.13	其他胃镜检查
icd9procs	44.14	闭合性[内镜]胃活组织检查
icd9procs	44.15	开放性胃活组织检查
icd9procs	44.19	胃其他诊断性操作
icd9procs	44.2	幽门成形术
icd9procs	44.2	幽门成形术
icd9procs	44.21	经切开术的幽门扩张术
icd9procs	44.22	内镜下幽门扩张
icd9procs	44.22	内镜下幽门扩张
icd9procs	44.29	其他幽门成形术
icd9procs	44.29	其他幽门成形术
icd9procs	44.3	胃肠吻合术不伴胃切除术
icd9procs	44.31	高位胃搭桥术
icd9procs	44.32	经皮[内镜]胃空肠吻合术
icd9procs	44.38	腹腔镜下胃肠吻合术
icd9procs	44.39	其他胃肠吻合术
icd9procs	44.4	胃或十二指肠溃疡的出血控制和缝合术
icd9procs	44.4	胃或十二指肠溃疡的出血控制和缝合术
icd9procs	44.40	消化性溃疡缝合术NOS
icd9procs	44.41	胃溃疡部位的缝合术
icd9procs	44.42	十二指肠溃疡部位的缝合术
icd9procs	44.43	内镜下胃或十二指肠出血控制
icd9procs	44.43	内镜下胃或十二指肠出血控制
icd9procs	44.44	经导管栓塞，用于胃或十二指肠出血
icd9procs	44.49	其他胃或十二指肠出血的控制
icd9procs	44.5	胃吻合术的修复术
icd9procs	44.6	胃的其他修补术
icd9procs	44.61	胃裂伤缝合术
icd9procs	44.62	胃造口闭合术
icd9procs	44.63	其他胃瘘闭合术
icd9procs	44.64	胃固定术
icd9procs	44.65	胃十二指肠成形术
icd9procs	44.66	其他操作，用于创建食管胃括约肌功能
icd9procs	44.67	腹腔镜操作用于创建食管胃括约肌功能
icd9procs	44.68	腹腔镜下胃成形术
icd9procs	44.69	胃的其他修补术
icd9procs	44.9	胃的其他手术
icd9procs	44.91	胃静脉曲张结扎术
icd9procs	44.92	胃的手术中操作
icd9procs	44.93	胃泡(球囊)置入
icd9procs	44.94	胃泡(球囊)去除
icd9procs	44.95	腹腔镜下胃限制性操作
icd9procs	44.96	腹腔镜下胃限制性操作的修复术
icd9procs	44.97	腹腔镜下去除胃限制性装置
icd9procs	44.98	(腹腔镜)调节可调节的胃限制性装置的大小
icd9procs	44.99	胃的其他手术
icd9procs	45	肠切开术、切除术和吻合术
icd9procs	45.0	肠切开术
icd9procs	45.0	肠切开术
icd9procs	45.00	肠切开术NOS
icd9procs	45.01	十二指肠切开术
icd9procs	45.01	十二指肠切开术
icd9procs	45.02	小肠的其他切开术
icd9procs	45.02	小肠的其他切开术
icd9procs	45.03	大肠切开术
icd9procs	45.1	小肠诊断性操作
icd9procs	45.11	经腹的小肠内镜检查
icd9procs	45.12	小肠内镜检查，经人工造口
icd9procs	45.13	小肠其他内镜检查
icd9procs	45.14	闭合性[内镜]小肠活组织检查
icd9procs	45.15	开放性小肠活组织检查
icd9procs	45.16	食管胃十二指肠镜检查[EGD]伴闭合性活组织检查
icd9procs	45.19	小肠其他诊断性操作
icd9procs	45.2	肠的诊断性操作
icd9procs	45.2	肠的诊断性操作
icd9procs	45.21	经腹大肠内镜检查
icd9procs	45.22	大肠内镜检查，经人工造口
icd9procs	45.23	结肠镜检查
icd9procs	45.23	结肠镜检查
icd9procs	45.24	可曲性乙状结肠镜检查
icd9procs	45.25	闭合性[内镜]大肠活组织检查
icd9procs	45.26	开放性大肠活组织检查
icd9procs	45.27	肠活组织检查NOS
icd9procs	45.28	大肠其他诊断性操作
icd9procs	45.29	肠的其他诊断性操作,部位未特指的
icd9procs	45.3	小肠病损或组织的局部切除术或破坏术
icd9procs	45.3	小肠病损或组织的局部切除术或破坏术
icd9procs	45.30	内镜下十二指肠病损切除术或破坏术
icd9procs	45.31	十二指肠病损的其他局部切除术
icd9procs	45.32	十二指肠病损的其他破坏术
icd9procs	45.33	小肠病损或组织的局部切除术,除外十二指肠
icd9procs	45.34	小肠病损的其他破坏术,除外十二指肠
icd9procs	45.34	小肠病损的其他破坏术,除外十二指肠
icd9procs	45.4	大肠病损或组织的局部切除术或破坏术
icd9procs	45.4	大肠病损或组织的局部切除术或破坏术
icd9procs	45.41	大肠病损或组织的切除术
icd9procs	45.41	大肠病损或组织的切除术
icd9procs	45.42	内镜下大肠息肉切除术
icd9procs	45.43	内镜下大肠其他病损或组织破坏术
icd9procs	45.43	内镜下大肠其他病损或组织破坏术
icd9procs	45.49	大肠病损的其他破坏术
icd9procs	45.5	肠段分离术
icd9procs	45.50	肠段分离术NOS
icd9procs	45.51	小肠段分离术
icd9procs	45.52	大肠段分离术
icd9procs	45.6	小肠的其他切除术
icd9procs	45.6	小肠的其他切除术
icd9procs	45.61	小肠多节段部分切除术
icd9procs	45.61	小肠多节段部分切除术
icd9procs	45.62	小肠其他部分切除术
icd9procs	45.62	小肠其他部分切除术
icd9procs	45.63	小肠全部切除术
icd9procs	45.63	小肠全部切除术
icd9procs	45.7	开放性和其他部分大肠切除术
icd9procs	45.7	开放性和其他部分大肠切除术
icd9procs	45.71	开放性和其他大肠多节段切除术
icd9procs	45.72	开放性和其他盲肠切除术
icd9procs	45.73	开放性和其他右半结肠切除术
icd9procs	45.74	开放性和其他横结肠切除术
icd9procs	45.75	左半结肠切除术
icd9procs	45.76	开放性和其他乙状结肠切除术
icd9procs	45.79	其他和未特指大肠部分切除术
icd9procs	45.79	其他和未特指大肠部分切除术
icd9procs	45.8	腹内全结肠切除术
icd9procs	45.81	腹腔镜腹内全结肠切除术
icd9procs	45.82	开放性腹内全结肠切除术
icd9procs	45.83	其他和未特指的腹内全结肠切除术
icd9procs	45.9	肠吻合术
icd9procs	45.9	肠吻合术
icd9procs	45.90	肠吻合术NOS
icd9procs	45.91	小肠-小肠吻合术
icd9procs	45.91	小肠-小肠吻合术
icd9procs	45.92	小肠-直肠残端吻合术
icd9procs	45.93	其他小肠-大肠吻合术
icd9procs	45.94	大肠-大肠吻合术
icd9procs	45.94	大肠-大肠吻合术
icd9procs	45.95	肛门吻合术
icd9procs	45.95	肛门吻合术
icd9procs	46	肠其他手术
icd9procs	46.0	肠外置术
icd9procs	46.01	小肠外置术
icd9procs	46.02	小肠外置段切除术
icd9procs	46.03	大肠外置术
icd9procs	46.04	大肠外置段的切除术
icd9procs	46.1	结肠造口术
icd9procs	46.10	结肠造口术NOS
icd9procs	46.11	暂时性结肠造口术
icd9procs	46.13	永久性结肠造口术
icd9procs	46.14	结肠造口的延迟性切开
icd9procs	46.2	回肠造口术
icd9procs	46.20	回肠造口术NOS
icd9procs	46.21	暂时性回肠造口术
icd9procs	46.22	节制性回肠造口术
icd9procs	46.23	其他永久性回肠造口术
icd9procs	46.24	回肠造口的延迟性切开
icd9procs	46.3	其他肠造口术
icd9procs	46.3	其他肠造口术
icd9procs	46.31	其他肠造口的延迟性切开
icd9procs	46.32	经皮(内镜)空肠造口术[PEJ]
icd9procs	46.39	其他肠造口术
icd9procs	46.39	其他肠造口术
icd9procs	46.4	肠造口修复术
icd9procs	46.40	肠造口修复术NOS
icd9procs	46.41	小肠造口修复术
icd9procs	46.42	结肠造口周围疝修补术
icd9procs	46.43	大肠造口的其他修复术
icd9procs	46.5	肠造口闭合术
icd9procs	46.5	肠造口闭合术
icd9procs	46.50	肠造口闭合术NOS
icd9procs	46.51	小肠造口闭合术
icd9procs	46.52	大肠造口闭合术
icd9procs	46.52	大肠造口闭合术
icd9procs	46.6	肠固定术
icd9procs	46.6	肠固定术
icd9procs	46.60	肠固定术NOS
icd9procs	46.61	小肠固定至腹壁
icd9procs	46.62	小肠其他固定术
icd9procs	46.63	大肠固定至腹壁
icd9procs	46.64	大肠其他固定术
icd9procs	46.64	大肠其他固定术
icd9procs	46.7	肠的其他修补术
icd9procs	46.71	十二指肠裂伤缝合术
icd9procs	46.72	十二指肠瘘的闭合术
icd9procs	46.73	小肠裂伤缝合术,除外十二指肠
icd9procs	46.74	小肠瘘闭合术,除外十二指肠
icd9procs	46.75	大肠裂伤缝合术
icd9procs	46.76	大肠瘘闭合术
icd9procs	46.79	肠的其他修补术
icd9procs	46.8	肠的扩张和操作
icd9procs	46.8	肠的扩张和操作
icd9procs	46.80	腹内肠操作NOS
icd9procs	46.81	小肠腹内操作
icd9procs	46.81	小肠腹内操作
icd9procs	46.82	大肠腹内操作
icd9procs	46.82	大肠腹内操作
icd9procs	46.85	肠扩张
icd9procs	46.86	内镜结肠支架置入
icd9procs	46.87	结肠支架的其他非内镜置入术
icd9procs	46.9	肠的其他手术
icd9procs	46.9	肠的其他手术
icd9procs	46.91	乙状结肠肌切开术
icd9procs	46.92	结肠其他部分肌切开术
icd9procs	46.93	小肠吻合修复术
icd9procs	46.94	大肠吻合修复术
icd9procs	46.95	小肠局部灌注
icd9procs	46.96	大肠局部灌注
icd9procs	46.96	大肠局部灌注
icd9procs	46.97	肠移植
icd9procs	46.99	肠的其他手术
icd9procs	47	阑尾手术
icd9procs	47.0	阑尾切除术
icd9procs	47.0	阑尾切除术
icd9procs	47.01	腹腔镜下阑尾切除术
icd9procs	47.09	其他阑尾切除术
icd9procs	47.09	其他阑尾切除术
icd9procs	47.1	附带阑尾切除术
icd9procs	47.11	腹腔镜下附带阑尾切除术
icd9procs	47.19	其他附带阑尾切除术
icd9procs	47.2	阑尾脓肿引流术
icd9procs	47.9	阑尾其他手术
icd9procs	47.9	阑尾其他手术
icd9procs	47.91	阑尾造口术
icd9procs	47.92	阑尾瘘管闭合术
icd9procs	47.99	阑尾其他手术
icd9procs	47.99	阑尾其他手术
icd9procs	48	直肠、直肠乙状结肠和直肠周围组织的手术
icd9procs	48.0	直肠切开术
icd9procs	48.1	直肠造口
icd9procs	48.2	直肠、直肠乙状结肠和直肠周围组织的诊断性操作
icd9procs	48.21	经腹直肠乙状结肠镜检查
icd9procs	48.22	直肠乙状结肠镜检查经人工造口
icd9procs	48.23	硬式直肠乙状结肠镜检查
icd9procs	48.24	闭合性[内镜]直肠活组织检查
icd9procs	48.25	开放性直肠活组织检查
icd9procs	48.26	直肠周围组织活组织检查
icd9procs	48.29	直肠、直肠乙状结肠和直肠周围组织的其他诊断性操作
icd9procs	48.3	直肠病损或组织的局部切除术或破坏术
icd9procs	48.3	直肠病损或组织的局部切除术或破坏术
icd9procs	48.31	直肠病损或直肠组织的根治性电凝固术
icd9procs	48.32	直肠病损或直肠组织的其他电凝固术
icd9procs	48.33	直肠病损或直肠组织的激光破坏术
icd9procs	48.34	直肠病损或直肠组织的冷冻破坏术
icd9procs	48.35	直肠病损或直肠组织的局部切除术
icd9procs	48.36	直肠[内镜]息肉切除术
icd9procs	48.36	直肠[内镜]息肉切除术
icd9procs	48.4	直肠拖出切除术
icd9procs	48.40	直肠拖出切除术NOS
icd9procs	48.41	索夫直肠粘膜下切除术
icd9procs	48.42	腹腔镜直肠拖出切除术
icd9procs	48.43	开放性直肠拖出切除术
icd9procs	48.49	直肠其他拖出切除术
icd9procs	48.5	腹会阴直肠切除术
icd9procs	48.50	腹会阴直肠切除术NOS
icd9procs	48.51	腹腔镜下腹会阴直肠切除术
icd9procs	48.52	开放性腹会阴直肠切除术
icd9procs	48.59	其他腹会阴直肠切除术
icd9procs	48.6	直肠其他切除术
icd9procs	48.6	直肠其他切除术
icd9procs	48.61	经骶直肠乙状结肠切除术
icd9procs	48.61	经骶直肠乙状结肠切除术
icd9procs	48.62	直肠前切除术同时伴结肠造口术
icd9procs	48.63	其他直肠前切除术
icd9procs	48.63	其他直肠前切除术
icd9procs	48.64	直肠后切除术
icd9procs	48.65	杜哈梅尔直肠切除术
icd9procs	48.69	直肠其他切除术
icd9procs	48.7	直肠修补术
icd9procs	48.71	直肠裂伤缝合术
icd9procs	48.72	直肠造口闭合术
icd9procs	48.73	其他直肠瘘闭合术
icd9procs	48.74	直肠-直肠吻合术
icd9procs	48.75	腹直肠固定术
icd9procs	48.76	其他直肠固定术
icd9procs	48.79	直肠其他修补术
icd9procs	48.8	直肠周围组织或病损的切开术或切除术
icd9procs	48.81	直肠周围组织切开术
icd9procs	48.82	直肠周围组织切除术
icd9procs	48.9	直肠和直肠周围组织的其他手术
icd9procs	48.9	直肠和直肠周围组织的其他手术
icd9procs	48.91	直肠狭窄切开术
icd9procs	48.92	肛门直肠肌切开术
icd9procs	48.93	直肠周围瘘的修补术
icd9procs	48.99	直肠和直肠周围组织的其他手术
icd9procs	48.99	直肠和直肠周围组织的其他手术
icd9procs	49	肛门手术
icd9procs	49.0	肛周组织的切开术或切除术
icd9procs	49.01	肛周脓肿切开术
icd9procs	49.02	肛周组织的其他切开术
icd9procs	49.03	肛周皮赘切除术
icd9procs	49.04	肛周组织的其他切除术
icd9procs	49.1	肛门瘘管的切开术或切除术
icd9procs	49.11	肛门瘘管切开术
icd9procs	49.12	肛门瘘管切除术
icd9procs	49.2	肛门和肛周组织的诊断性操作
icd9procs	49.21	肛门镜检查
icd9procs	49.22	肛周组织的活组织检查
icd9procs	49.23	肛门活组织检查
icd9procs	49.29	肛门和肛周组织的其他诊断性操作
icd9procs	49.3	肛门其他病损或组织的局部切除术或破坏术
icd9procs	49.31	内镜下肛门病损或组织切除术或破坏术
icd9procs	49.39	肛门病损或组织的其他局部切除术或破坏术
icd9procs	49.4	痔操作
icd9procs	49.4	痔操作
icd9procs	49.41	痔复位术
icd9procs	49.42	痔注射
icd9procs	49.43	痔烧灼术
icd9procs	49.44	痔冷冻破坏术
icd9procs	49.45	痔结扎术
icd9procs	49.45	痔结扎术
icd9procs	49.46	痔切除术
icd9procs	49.47	血栓性痔清除术
icd9procs	49.49	痔的其他操作
icd9procs	49.5	肛门括约肌切断
icd9procs	49.51	左侧肛门括约肌切开术
icd9procs	49.52	后肛门括约肌切开术
icd9procs	49.59	其他肛门括约肌切开术
icd9procs	49.6	肛门切除术
icd9procs	49.7	肛门修补术
icd9procs	49.71	肛门裂伤缝合术
icd9procs	49.72	肛门环扎术
icd9procs	49.73	肛门瘘管闭合术
icd9procs	49.74	股薄肌移植用于肛门失禁
icd9procs	49.75	人工肛门括约肌植入术或修复术
icd9procs	49.76	人工肛门括约肌去除
icd9procs	49.79	肛门括约肌的其他修补术
icd9procs	49.9	肛门的其他手术
icd9procs	49.9	肛门的其他手术
icd9procs	49.91	肛门隔膜切开术
icd9procs	49.92	皮下电子肛门刺激器的置入
icd9procs	49.93	肛门的其他切开术
icd9procs	49.93	肛门的其他切开术
icd9procs	49.94	肛门脱垂复位术
icd9procs	49.95	肛门(手术后)出血控制
icd9procs	49.99	肛门的其他手术
icd9procs	50	肝脏手术
icd9procs	50.0	肝切开术
icd9procs	50.1	肝的诊断性操作
icd9procs	50.11	闭合性(经皮)[针吸]肝活组织检查
icd9procs	50.12	开放性肝活组织检查
icd9procs	50.13	经颈静脉肝活组织检查
icd9procs	50.14	腹腔镜下肝活组织检查
icd9procs	50.19	肝的其他诊断性操作
icd9procs	50.2	肝组织或病损的局部切除术或破坏术
icd9procs	50.2	肝组织或病损的局部切除术或破坏术
icd9procs	50.21	肝病损的袋形缝合术[造袋术]
icd9procs	50.22	部分肝切除术
icd9procs	50.22	部分肝切除术
icd9procs	50.23	肝病损或组织的直视消融术
icd9procs	50.24	肝病损或组织的经皮消融术
icd9procs	50.24	肝病损或组织的经皮消融术
icd9procs	50.25	肝病损或组织的腹腔镜下消融术
icd9procs	50.26	肝病损或组织的其他和未特指消融术
icd9procs	50.29	肝病损的其他破坏术
icd9procs	50.3	肝叶切除术
icd9procs	50.4	全肝切除术
icd9procs	50.5	肝移植
icd9procs	50.51	辅助肝移植
icd9procs	50.59	肝的其他移植术
icd9procs	50.6	肝修补术
icd9procs	50.6	肝修补术
icd9procs	50.61	肝裂伤闭合术
icd9procs	50.69	肝其他修补术
icd9procs	50.69	肝其他修补术
icd9procs	50.9	肝的其他手术
icd9procs	50.91	经皮肝抽吸术
icd9procs	50.92	体外肝辅助
icd9procs	50.93	肝局部灌注
icd9procs	50.94	肝注射其他治疗性物质
icd9procs	50.99	肝的其他手术
icd9procs	51	胆囊和胆道手术
icd9procs	51.0	胆囊切开术和胆囊造口术
icd9procs	51.01	经皮胆囊抽吸
icd9procs	51.02	套管胆囊造口术
icd9procs	51.03	其他胆囊造口术
icd9procs	51.04	其他胆囊切开术
icd9procs	51.1	胆管诊断性操作
icd9procs	51.10	内镜逆行胰胆管造影[ERCP]
icd9procs	51.11	内镜逆行胆管造影[ERC]
icd9procs	51.12	经皮胆囊或胆管活组织检查
icd9procs	51.13	开放性胆囊或胆管活组织检查
icd9procs	51.14	其他闭合性[内镜]胆管或奥狄括约肌活组织检查
icd9procs	51.15	奥狄括约肌的压力测量
icd9procs	51.19	胆道的其他诊断性操作
