class	code	description
disease	G59.0*	糖尿病单一神经病变（E10-E14+伴有共用第四位数.4）
disease	G59.8*	分类于他处的疾病引起的其他单神经病
disease	G60	遗传性和特发性神经病
disease	G60.0	遗传性运动和感觉神经病
disease	G60.1	植烷酸贮积症
disease	G60.2	与遗传性共济失调有关的神经病
disease	G60.3	特发性进行性神经病
disease	G60.8	其他遗传性和特发性神经病
disease	G60.9	未特指的遗传性和特发性神经病
disease	G61	炎性多神经病
disease	G61.0	吉兰-巴雷［格林-巴利］综合征
disease	G61.1	血清性神经病变
disease	G61.8	其他炎性多神经病
disease	G61.9	未特指的炎性多神经病
disease	G62	其他多神经病
disease	G62.0	药物性多神经病
disease	G62.1	酒精性多神经病
disease	G62.2	其他毒性物质引起的多神经病
disease	G62.8	其他特指的多神经病
disease	G62.9	未特指的多神经病
disease	G63*	分类于他处的疾病引起的多神经病
disease	G63.0*	分类于他处的传染病和寄生虫病引起的多神经病
disease	G63.1*	肿瘤病引起的多神经病（C00-D48+）
disease	G63.2*	糖尿病多发神经病变（E10-E14+伴有共用第四位数.4）
disease	G63.3*	其他内分泌和代谢疾病引起的多神经病（E00-E07+，E15-E16+，E20-E34+，E70-E89+）
disease	G63.4*	营养缺乏引起的多神经病（E40-E64+）
disease	G63.5*	系统性结缔组织疾患引起的多神经病（M30-M35+）
disease	G63.6*	其他肌肉骨骼疾患引起的多神经病（M00-M25+，M40-M96+）
disease	G63.8*	分类于他处的其他疾病引起的多神经病
disease	G64	周围神经系统的其他疾患
disease	G70	重症肌无力和其他肌神经疾患
disease	G70.0	重症肌无力
disease	G70.1	中毒性肌神经疾患
disease	G70.2	先天性和发育性肌无力
disease	G70.8	其他特指的肌神经疾患
disease	G70.9	未特指的肌神经疾患
disease	G71	肌肉的原发性疾患
disease	G71.0	肌营养不良
disease	G71.1	肌强直性疾患
disease	G71.2	先天性肌病
disease	G71.3	线粒体肌病，不可归类在他处者
disease	G71.8	肌肉的其他原发性疾患
disease	G71.9	未特指的肌肉的原发性疾患
disease	G72	其他肌病
disease	G72.0	药物性肌病
disease	G72.1	酒精性肌病
disease	G72.2	其他毒性物质引起的肌病
disease	G72.3	周期性瘫痪
disease	G72.4	炎性肌病，不可归类在他处者
disease	G72.8	其他特指的肌病
disease	G72.9	未特指的肌病
disease	G73*	分类于他处的疾病引起的肌神经接点和肌肉的疾患
disease	G73.0*	内分泌疾病引起的肌无力综合征
disease	G73.1*	兰伯特-伊顿综合征（C00-D48+）
disease	G73.2*	肿瘤病引起的其他肌无力综合征（C00-D48+）
disease	G73.3*	分类于他处的其他疾病引起的肌无力综合征
disease	G73.4*	分类于他处的传染病和寄生虫病引起的肌病
disease	G73.5*	内分泌疾病引起的肌病
disease	G73.6*	代谢疾病引起的肌病
disease	G73.7*	分类于他处的其他疾病引起的肌病
disease	G80	大脑性瘫痪[脑瘫]
disease	G80.0	痉挛性四肢麻痹性脑瘫
disease	G80.1	痉挛性双侧脑瘫
disease	G80.2	痉挛性偏侧脑瘫
disease	G80.3	运动障碍性脑瘫
disease	G80.4	共济失调性脑瘫
disease	G80.8	其他大脑性瘫痪[脑瘫]
disease	G80.9	未特指的大脑性瘫痪[脑瘫]
disease	G81	偏瘫
disease	G81.0	松弛性偏瘫
disease	G81.1	痉挛性偏瘫
disease	G81.9	未特指的偏瘫
disease	G82	截瘫和四肢瘫
disease	G82.0	松弛性截瘫
disease	G82.1	痉挛性截瘫
disease	G82.2	未特指的截瘫
disease	G82.3	松弛性四肢瘫痪
disease	G82.4	痉挛性四肢瘫痪
disease	G82.5	未特指的四肢瘫痪
disease	G83	其他麻痹[瘫痪]综合征
disease	G83.0	双上肢瘫
disease	G83.1	下肢单瘫
disease	G83.2	上肢单瘫
disease	G83.3	未特指的单瘫
disease	G83.4	马尾综合征
disease	G83.5	闭锁综合征
disease	G83.6	上运动神经元性面瘫
disease	G83.8	其他特指的麻痹[瘫痪]综合征
disease	G83.9	未特指的麻痹[瘫痪]综合征
disease	G90	自主神经系统的疾患
disease	G90.0	特发性周围自主神经病
disease	G90.1	家族性自主神经功能异常[赖利-戴]
disease	G90.2	霍纳综合征
disease	G90.4	自主性高反射
disease	G90.5	复杂性区域疼痛综合征I型
disease	G90.6	复杂性区域疼痛综合征II型
disease	G90.7	其他和未明确类型的复杂区域性疼痛综合征
disease	G90.8	自主神经系统的其他疾患
disease	G90.9	未特指的自主神经系统疾患
disease	G91	脑积水
disease	G91.0	交通性脑积水
disease	G91.1	梗阻性脑积水
disease	G91.2	正常压力脑积水
disease	G91.3	未特指的创伤后脑积水
disease	G91.8	其他脑积水
disease	G91.9	未特指的脑积水
disease	G92	中毒性脑病
disease	G93	脑的其他疾患
disease	G93.0	大脑囊肿
disease	G93.1	缺氧性脑损害，不可归类在他处者
disease	G93.2	良性颅内高压
disease	G93.3	病毒感染后疲劳综合征
disease	G93.4	分类于其他疾病中的脑病
disease	G93.5	脑受压
disease	G93.6	脑水肿
disease	G93.7	赖氏综合征
disease	G93.8	脑其他特指的疾患
disease	G93.9	未特指的脑疾患
disease	G94*	分类于他处的疾病引起的脑的其他疾患
disease	G94.0*	分类于他处的传染病和寄生虫病引起的脑积水（A00-B99+）
disease	G94.1*	肿瘤病引起的脑积水（C00-D48+）
disease	G94.2*	分类于他处的其他疾病引起的脑积水
disease	G94.3*	分类于他处的疾病引起的脑病
disease	G94.8*	分类于他处的疾病引起的脑其他特指的疾患
disease	G95	脊髓的其他疾病
disease	G95.0	脊髓空洞症和延髓空洞症
disease	G95.1	血管性脊髓病
disease	G95.2	未特指的脊髓受压
disease	G95.8	脊髓其他特指的疾病
disease	G95.9	未特指的脊髓病
disease	G96	中枢神经系统的其他疾患
disease	G96.0	脑脊液漏
disease	G96.1	脑脊膜疾患，不可归类在他处者
disease	G96.8	中枢神经系统其他特指的疾患
disease	G96.9	中枢神经系统未特指的疾患
disease	G97	神经系统的操作后疾患，不可归类在他处者
disease	G97.0	腰椎穿刺引起的脑脊液漏
disease	G97.1	对腰椎穿刺的其他反应
disease	G97.2	脑室分流后颅内低压
disease	G97.8	神经系统的其他操作后疾患
disease	G97.9	未特指的神经系统的操作后疾患
disease	G98	神经系统的其他疾患，不可归类在他处者
disease	G99*	分类于他处的疾病引起的神经系统的其他疾患
disease	G99.0*	内分泌和代谢疾病引起的自主神经病
disease	G99.1*	分类于他处的其他疾病引起的自主神经系统其他疾患
disease	G99.2*	分类于他处的疾病引起的脊髓病
disease	G99.8*	分类于他处的疾病引起的神经系统其他特指的疾患
disease	H00	睑腺炎和睑板腺囊肿
disease	H00.0	睑腺炎和眼睑的其他深部炎症
disease	H00.1	睑板腺囊肿
disease	H01	眼睑的其他炎症
disease	H01.0	睑缘炎
disease	H01.1	眼睑的非感染性皮肤病
disease	H01.8	眼睑其他特指的炎症
disease	H01.9	眼睑未特指的炎症
disease	H02	眼睑的其他疾患
disease	H02.0	睑内翻和倒睫
disease	H02.1	睑外翻
disease	H02.2	兔眼
disease	H02.3	眼睑皮肤松弛症
disease	H02.4	上睑下垂
disease	H02.5	影响眼睑功能的其他疾患
disease	H02.6	睑黄斑瘤
disease	H02.7	眼睑和眼周区域的其他变性性疾患
disease	H02.8	眼睑其他特指的疾患
disease	H02.9	眼睑未特指的疾患
disease	H03*	分类于他处的疾病引起眼睑疾患
disease	H03.0*	分类于他处的疾病引起眼睑的寄生虫性侵染
disease	H03.1*	分类于他处的其他传染病累及眼睑
disease	H03.8*	分类于他处的其他疾病累及眼睑
disease	H04	泪器系疾患
disease	H04.0	泪腺炎
disease	H04.1	泪腺的其他疾患
disease	H04.2	溢泪
disease	H04.3	泪道急性和未特指的炎症
disease	H04.4	泪道慢性炎症
disease	H04.5	泪道狭窄和关闭不全
disease	H04.6	泪道的其他改变
disease	H04.8	泪器系的其他疾患
disease	H04.9	泪器系未特指的疾患
disease	H05	眼眶疾患
disease	H05.0	眼眶急性炎症
disease	H05.1	眼眶慢性炎性疾患
disease	H05.2	突眼性情况
disease	H05.3	眼眶畸形
disease	H05.4	眼球内陷
disease	H05.5	眼眶贯通伤后残留（陈旧性）异物
disease	H05.8	眼眶的其他疾患
disease	H05.9	未特指的眼眶疾患
disease	H06*	分类于他处的疾病引起的泪器系和眼眶疾患
disease	H06.0*	分类于他处的疾病引起的泪器系疾患
disease	H06.1*	分类于他处的疾病引起眼眶的寄生虫性侵染
disease	H06.2*	甲状腺功能障碍性突眼（E05.-+）
disease	H06.3*	分类于他处的疾病引起眼眶的其他疾患
disease	H10	结膜炎
disease	H10.0	粘液脓性结膜炎
disease	H10.1	急性变应性结膜炎
disease	H10.2	其他急性结膜炎
disease	H10.3	未特指的急性结膜炎
disease	H10.4	慢性结膜炎
disease	H10.5	睑缘结膜炎
disease	H10.8	其他结膜炎
disease	H10.9	未特指的结膜炎
disease	H11	结膜的其他疾患
disease	H11.0	翼状胬肉
disease	H11.1	结膜变性和沉着物
disease	H11.2	结膜瘢痕
disease	H11.3	结膜出血
disease	H11.4	其他结膜血管疾患和囊肿
disease	H11.8	结膜其他特指的疾患
disease	H11.9	结膜未特指的疾患
disease	H13*	分类于他处的疾病引起的结膜疾患
disease	H13.0*	结膜的丝虫感染（B74.-+）
disease	H13.1*	分类于他处的传染病和寄生虫病引起的结膜炎
disease	H13.2*	分类于他处的其他疾病引起的结膜炎
disease	H13.3*	眼类天疱疮（L12.-+）
disease	H13.8*	分类于他处的疾病引起的结膜其他疾患
disease	H15	巩膜疾患
disease	H15.0	巩膜炎
disease	H15.1	巩膜外层炎
disease	H15.8	巩膜的其他疾患
disease	H15.9	未特指的巩膜疾患
disease	H16	角膜炎
disease	H16.0	角膜溃疡
disease	H16.1	其他不伴有结膜炎的浅层角膜炎
disease	H16.2	角膜结膜炎
disease	H16.3	基质层和深层角膜炎
disease	H16.4	角膜新血管形成
disease	H16.8	其他角膜炎
disease	H16.9	未特指的角膜炎
disease	H17	角膜瘢痕和混浊
disease	H17.0	粘连性白斑
disease	H17.1	其他中心性角膜混浊
disease	H17.8	其他角膜瘢痕和混浊
disease	H17.9	未特指的角膜瘢痕和混浊
disease	H18	角膜的其他疾患
disease	H18.0	角膜色素沉着和沉着物
disease	H18.1	大泡性角膜病变
disease	H18.2	其他角膜水肿
disease	H18.3	角膜层改变
disease	H18.4	角膜变性
disease	H18.5	遗传性角膜营养不良
disease	H18.6	圆锥角膜
disease	H18.7	其他角膜畸形
disease	H18.8	角膜其他特指的疾患
disease	H18.9	角膜未特指的疾患
disease	H19*	分类于他处的疾病引起的巩膜和角膜疾患
disease	H19.0*	分类于他处的疾病引起的巩膜炎和巩膜外层炎
disease	H19.1*	疱疹病毒性角膜炎和角膜结膜炎（B00.5+）
disease	H19.2*	分类于他处的其他传染病和寄生虫病引起的角膜炎和角膜结膜炎
disease	H19.3*	分类于他处的其他疾病引起的角膜炎和角膜结膜炎
disease	H19.8*	分类于他处的疾病引起的巩膜和角膜的其他疾患
disease	H20	虹膜睫状体炎
disease	H20.0	急性和亚急性虹膜睫状体炎
disease	H20.1	慢性虹膜睫状体炎
disease	H20.2	晶体诱发性虹膜睫状体炎
disease	H20.8	其他的虹膜睫状体炎
disease	H20.9	未特指的虹膜睫状体炎
disease	H21	虹膜和睫状体的其他疾患
disease	H21.0	前房积血
disease	H21.1	虹膜和睫状体的其他血管疾患
disease	H21.2	虹膜和睫状体变性
disease	H21.3	虹膜睫状体和前房囊肿
disease	H21.4	瞳孔膜
disease	H21.5	虹膜和睫状体的其他粘连和破裂
disease	H21.8	虹膜和睫状体其他特指的疾患
disease	H21.9	虹膜和睫状体未特指的疾患
disease	H22*	分类于他处的疾病引起的虹膜和睫状体疾患
disease	H22.0*	分类于他处的传染病和寄生虫病引起的虹膜睫状体炎
disease	H22.1*	分类于他处的其他疾病引起的虹膜睫状体炎
disease	H22.8*	分类于他处的疾病引起的虹膜和睫状体的其他疾患
disease	H25	老年性白内障
disease	H25.0	老年性初期白内障
disease	H25.1	老年核性白内障
disease	H25.2	老年性白内障，莫尔加尼型
disease	H25.8	其他的老年性白内障
disease	H25.9	未特指的老年性白内障
disease	H26	其他白内障
disease	H26.0	婴儿、幼年和老年前期白内障
disease	H26.1	外伤性白内障
disease	H26.2	并发性白内障
disease	H26.3	药物性白内障
disease	H26.4	后发性白内障
disease	H26.8	其他特指的白内障
disease	H26.9	未特指的白内障
disease	H27	晶状体的其他疾患
disease	H27.0	无晶状体
disease	H27.1	晶状体脱位
disease	H27.8	晶状体其他特指的疾患
disease	H27.9	晶状体未特指的疾患
disease	H28*	分类于他处的疾病引起的白内障和晶状体的其他疾患
disease	H28.0*	糖尿病性白内障（E10-E14+伴有共用第四位数.3）
disease	H28.1*	其他内分泌、营养和代谢疾病引起的白内障
disease	H28.2*	分类于他处的其他疾病引起的白内障
disease	H28.8*	分类于他处的疾病引起的晶状体其他疾患
disease	H30	脉络膜视网膜炎
disease	H30.0	局灶性脉络膜视网膜炎
disease	H30.1	播散性脉络膜视网膜炎
disease	H30.2	后睫状体炎
disease	H30.8	其他脉络膜视网膜炎
disease	H30.9	未特指的脉络膜视网膜炎
disease	H31	脉络膜的其他疾患
disease	H31.0	脉络膜视网膜瘢痕
disease	H31.1	脉络膜变性
disease	H31.2	遗传性脉络膜营养障碍
disease	H31.3	脉络膜出血和破裂
disease	H31.4	脉络膜脱离
disease	H31.8	脉络膜其他特指的疾患
disease	H31.9	脉络膜未特指的疾患
disease	H32*	分类于他处的疾病引起的脉络膜视网膜疾患
disease	H32.0*	分类于他处的传染病和寄生虫病引起的脉络膜视网膜炎症
disease	H32.8*	分类于他处的疾病引起的其他脉络膜视网膜疾患
disease	H33	视网膜脱离和断裂
disease	H33.0	视网膜脱离伴视网膜断裂
disease	H33.1	视网膜劈裂症及视网膜囊肿
disease	H33.2	浆液性视网膜脱离
disease	H33.3	视网膜断裂不伴有脱离
disease	H33.4	牵引性视网膜脱离
disease	H33.5	其他视网膜脱离
